country,category,category_n,date_signed_convention,date_ratified_convention,date_signed_protocol,date_ratified_protocol,year,corruption_score,democracy_index,democracy_cat,freedom_index,dgp_per_capita,human_development_index,life_expectancy,expected_years_of_schooling,mean_years_of_schooling,crime_index,safety_index,unemployment_rate,power_distance,individualism,motivation,uncertainty_avoidance,long_term_orientation,indulgence,masculinity
San Marino,ratified both convention and protocol,4,2007-03-30,2008-02-22,2007-03-30,2008-02-22,2018,NA,NA,NA,97,48464.52,NA,NA,NA,NA,NA,NA,7.83,NA,NA,NA,NA,NA,NA,NA
San Marino,ratified both convention and protocol,4,2007-03-30,2008-02-22,2007-03-30,2008-02-22,2017,NA,NA,NA,97,44885.52,NA,NA,NA,NA,NA,NA,7.89,NA,NA,NA,NA,NA,NA,NA
São Tomé and Príncipe,ratified protocol,3,NA,2015-11-05,NA,NA,2023,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Tomé and Príncipe,ratified protocol,3,NA,2015-11-05,NA,NA,2022,45,NA,NA,84,2404.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Tomé and Príncipe,ratified protocol,3,NA,2015-11-05,NA,NA,2021,45,NA,NA,84,2360.54,0.62,67.59,13.37,6.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Tomé and Príncipe,ratified protocol,3,NA,2015-11-05,NA,NA,2020,47,NA,NA,84,2161.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Tomé and Príncipe,ratified protocol,3,NA,2015-11-05,NA,NA,2019,46,NA,NA,83,1991.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Tomé and Príncipe,ratified protocol,3,NA,2015-11-05,NA,NA,2018,46,NA,NA,82,1950.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Tomé and Príncipe,ratified protocol,3,NA,2015-11-05,NA,NA,2017,46,NA,NA,81,1805.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,ratified both convention and protocol,4,NA,2008-06-24,NA,2008-06-24,2023,NA,NA,NA,8,NA,NA,NA,NA,NA,24.6,75.4,NA,72,48,43,64,27,14,52
Saudi Arabia,ratified both convention and protocol,4,NA,2008-06-24,NA,2008-06-24,2022,51,2.08,Authoritarian Regime,7,30436.28,NA,NA,NA,NA,24.7,75.3,5.59,72,48,43,64,27,14,52
Saudi Arabia,ratified both convention and protocol,4,NA,2008-06-24,NA,2008-06-24,2021,53,2.08,Authoritarian Regime,7,24160.68,0.88,76.94,16.14,11.31,25.9,74.1,6.62,72,48,43,64,27,14,52
Saudi Arabia,ratified both convention and protocol,4,NA,2008-06-24,NA,2008-06-24,2020,53,2.08,Authoritarian Regime,7,20398.06,NA,NA,NA,NA,26.2,73.8,7.66,72,48,43,64,27,14,52
Saudi Arabia,ratified both convention and protocol,4,NA,2008-06-24,NA,2008-06-24,2019,53,1.93,Authoritarian Regime,7,23405.71,NA,NA,NA,NA,29.7,70.3,5.64,72,48,43,64,27,14,52
Saudi Arabia,ratified both convention and protocol,4,NA,2008-06-24,NA,2008-06-24,2018,49,1.93,Authoritarian Regime,7,24175.58,NA,NA,NA,NA,36.7,63.3,6.03,72,48,43,64,27,14,52
Saudi Arabia,ratified both convention and protocol,4,NA,2008-06-24,NA,2008-06-24,2017,49,1.93,Authoritarian Regime,10,20910.48,NA,NA,NA,NA,23.6,76.4,5.89,72,48,43,64,27,14,52
Senegal,ratified protocol,3,2007-04-25,2010-09-07,2007-04-25,NA,2023,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,70,25,45,55,25,NA,NA
Senegal,ratified protocol,3,2007-04-25,2010-09-07,2007-04-25,NA,2022,43,5.72,Hybrid Regime,68,1598.74,NA,NA,NA,NA,NA,NA,NA,70,25,45,55,25,NA,NA
Senegal,ratified protocol,3,2007-04-25,2010-09-07,2007-04-25,NA,2021,43,5.53,Hybrid Regime,71,1633.56,0.51,67.09,8.96,2.94,NA,NA,NA,70,25,45,55,25,NA,NA
Senegal,ratified protocol,3,2007-04-25,2010-09-07,2007-04-25,NA,2020,45,5.67,Hybrid Regime,71,1492.48,NA,NA,NA,NA,NA,NA,NA,70,25,45,55,25,NA,NA
Senegal,ratified protocol,3,2007-04-25,2010-09-07,2007-04-25,NA,2019,45,5.81,Hybrid Regime,72,1462.68,NA,NA,NA,NA,NA,NA,2.86,70,25,45,55,25,NA,NA
Senegal,ratified protocol,3,2007-04-25,2010-09-07,2007-04-25,NA,2018,45,6.15,Flawed Democracy,75,1484.23,NA,NA,NA,NA,NA,NA,3.57,70,25,45,55,25,NA,NA
Senegal,ratified protocol,3,2007-04-25,2010-09-07,2007-04-25,NA,2017,45,6.15,Flawed Democracy,78,1385.2,NA,NA,NA,NA,NA,NA,4.08,70,25,45,55,25,NA,NA
Serbia,ratified both convention and protocol,4,2007-12-17,2009-07-31,2007-12-17,2009-07-31,2023,NA,NA,NA,60,NA,NA,NA,NA,NA,38.2,61.8,NA,86,42,43,92,37,28,NA
Serbia,ratified both convention and protocol,4,2007-12-17,2009-07-31,2007-12-17,2009-07-31,2022,36,6.33,Flawed Democracy,62,9393.63,NA,NA,NA,NA,38.3,61.7,8.68,86,42,43,92,37,28,NA
Serbia,ratified both convention and protocol,4,2007-12-17,2009-07-31,2007-12-17,2009-07-31,2021,38,6.36,Flawed Democracy,64,9230.17,0.8,74.19,14.4,11.37,38.3,61.7,10.06,86,42,43,92,37,28,NA
Serbia,ratified both convention and protocol,4,2007-12-17,2009-07-31,2007-12-17,2009-07-31,2020,38,6.22,Flawed Democracy,66,7733.8,NA,NA,NA,NA,37.4,62.6,9.01,86,42,43,92,37,28,NA
Serbia,ratified both convention and protocol,4,2007-12-17,2009-07-31,2007-12-17,2009-07-31,2019,39,6.41,Flawed Democracy,67,7417.21,NA,NA,NA,NA,37.3,62.7,10.39,86,42,43,92,37,28,NA
Serbia,ratified both convention and protocol,4,2007-12-17,2009-07-31,2007-12-17,2009-07-31,2018,39,6.41,Flawed Democracy,73,7252.4,NA,NA,NA,NA,37.8,62.2,12.73,86,42,43,92,37,28,NA
Serbia,ratified both convention and protocol,4,2007-12-17,2009-07-31,2007-12-17,2009-07-31,2017,41,6.41,Flawed Democracy,76,6292.55,NA,NA,NA,NA,38.6,61.4,13.48,86,42,43,92,37,28,NA
Seychelles,ratified protocol,3,2007-03-30,2009-10-02,2007-03-30,NA,2023,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles,ratified protocol,3,2007-03-30,2009-10-02,2007-03-30,NA,2022,70,NA,NA,79,15874.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles,ratified protocol,3,2007-03-30,2009-10-02,2007-03-30,NA,2021,70,NA,NA,77,12963.06,0.78,71.29,13.94,10.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles,ratified protocol,3,2007-03-30,2009-10-02,2007-03-30,NA,2020,66,NA,NA,72,12020.02,NA,NA,NA,NA,NA,NA,4.31,NA,NA,NA,NA,NA,NA,NA
Seychelles,ratified protocol,3,2007-03-30,2009-10-02,2007-03-30,NA,2019,66,NA,NA,71,16851.12,NA,NA,NA,NA,NA,NA,2.97,NA,NA,NA,NA,NA,NA,NA
Seychelles,ratified protocol,3,2007-03-30,2009-10-02,2007-03-30,NA,2018,66,NA,NA,71,16409.47,NA,NA,NA,NA,NA,NA,3.53,NA,NA,NA,NA,NA,NA,NA
Seychelles,ratified protocol,3,2007-03-30,2009-10-02,2007-03-30,NA,2017,60,NA,NA,71,15961.24,NA,NA,NA,NA,NA,NA,3.71,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,ratified protocol,3,2007-03-30,2010-10-04,2007-03-30,NA,2023,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,70,20,40,50,NA,NA,46
Sierra Leone,ratified protocol,3,2007-03-30,2010-10-04,2007-03-30,NA,2022,34,5.03,Hybrid Regime,65,461.36,NA,NA,NA,NA,NA,NA,NA,70,20,40,50,NA,NA,46
Sierra Leone,ratified protocol,3,2007-03-30,2010-10-04,2007-03-30,NA,2021,34,4.97,Hybrid Regime,65,504.62,0.48,60.06,9.57,4.58,NA,NA,NA,70,20,40,50,NA,NA,46
Sierra Leone,ratified protocol,3,2007-03-30,2010-10-04,2007-03-30,NA,2020,33,4.86,Hybrid Regime,65,493.43,NA,NA,NA,NA,NA,NA,NA,70,20,40,50,NA,NA,46
Sierra Leone,ratified protocol,3,2007-03-30,2010-10-04,2007-03-30,NA,2019,33,4.86,Hybrid Regime,65,506.61,NA,NA,NA,NA,NA,NA,NA,70,20,40,50,NA,NA,46
Sierra Leone,ratified protocol,3,2007-03-30,2010-10-04,2007-03-30,NA,2018,30,4.66,Hybrid Regime,66,519.65,NA,NA,NA,NA,NA,NA,3.19,70,20,40,50,NA,NA,46
Sierra Leone,ratified protocol,3,2007-03-30,2010-10-04,2007-03-30,NA,2017,30,4.66,Hybrid Regime,66,484.46,NA,NA,NA,NA,NA,NA,NA,70,20,40,50,NA,NA,46
Singapore,ratified protocol,3,2012-11-30,2013-07-18,NA,NA,2023,NA,NA,NA,47,NA,NA,NA,NA,NA,29.2,70.8,NA,74,43,48,8,67,46,48
Singapore,ratified protocol,3,2012-11-30,2013-07-18,NA,NA,2022,83,6.22,Flawed Democracy,47,82807.65,NA,NA,NA,NA,27.6,72.4,3.59,74,43,48,8,67,46,48
Singapore,ratified protocol,3,2012-11-30,2013-07-18,NA,NA,2021,85,6.23,Flawed Democracy,48,77710.07,0.94,82.75,16.52,11.92,33,67,4.64,74,43,48,8,67,46,48
Singapore,ratified protocol,3,2012-11-30,2013-07-18,NA,NA,2020,85,6.03,Flawed Democracy,50,61274.01,NA,NA,NA,NA,30.6,69.4,4.1,74,43,48,8,67,46,48
Singapore,ratified protocol,3,2012-11-30,2013-07-18,NA,NA,2019,85,6.02,Flawed Democracy,51,66070.47,NA,NA,NA,NA,21.5,78.5,3.1,74,43,48,8,67,46,48
Singapore,ratified protocol,3,2012-11-30,2013-07-18,NA,NA,2018,85,6.38,Flawed Democracy,52,66836.54,NA,NA,NA,NA,16.2,83.8,NA,74,43,48,8,67,46,48
Singapore,ratified protocol,3,2012-11-30,2013-07-18,NA,NA,2017,84,6.32,Flawed Democracy,51,61164.9,NA,NA,NA,NA,16.6,83.4,4.2,74,43,48,8,67,46,48
Slovakia,ratified both convention and protocol,4,2007-09-26,2010-05-26,2007-09-26,2010-05-26,2023,NA,NA,NA,90,NA,NA,NA,NA,NA,31.4,68.6,NA,100,57,100,51,53,28,NA
Slovakia,ratified both convention and protocol,4,2007-09-26,2010-05-26,2007-09-26,2010-05-26,2022,53,7.07,Flawed Democracy,90,NA,NA,NA,NA,NA,30.2,69.8,NA,100,57,100,51,53,28,NA
Slovakia,ratified both convention and protocol,4,2007-09-26,2010-05-26,2007-09-26,2010-05-26,2021,52,7.03,Flawed Democracy,90,NA,0.85,74.91,14.51,12.91,29.7,70.3,NA,100,57,100,51,53,28,NA
Slovakia,ratified both convention and protocol,4,2007-09-26,2010-05-26,2007-09-26,2010-05-26,2020,49,6.97,Flawed Democracy,88,NA,NA,NA,NA,NA,29.2,70.8,NA,100,57,100,51,53,28,NA
Slovakia,ratified both convention and protocol,4,2007-09-26,2010-05-26,2007-09-26,2010-05-26,2019,50,7.17,Flawed Democracy,88,NA,NA,NA,NA,NA,29.5,70.5,NA,100,57,100,51,53,28,NA
Slovakia,ratified both convention and protocol,4,2007-09-26,2010-05-26,2007-09-26,2010-05-26,2018,50,7.1,Flawed Democracy,89,NA,NA,NA,NA,NA,30.2,69.8,NA,100,57,100,51,53,28,NA
Slovakia,ratified both convention and protocol,4,2007-09-26,2010-05-26,2007-09-26,2010-05-26,2017,50,7.16,Flawed Democracy,89,NA,NA,NA,NA,NA,30.2,69.8,NA,100,57,100,51,53,28,NA
Slovenia,ratified both convention and protocol,4,2007-03-30,2008-04-24,2007-03-30,2008-04-24,2023,NA,NA,NA,95,NA,NA,NA,NA,NA,24.2,75.8,NA,71,81,19,88,50,48,NA
Slovenia,ratified both convention and protocol,4,2007-03-30,2008-04-24,2007-03-30,2008-04-24,2022,56,7.75,Flawed Democracy,90,29457.4,NA,NA,NA,NA,22.7,77.3,4.01,71,81,19,88,50,48,NA
Slovenia,ratified both convention and protocol,4,2007-03-30,2008-04-24,2007-03-30,2008-04-24,2021,57,7.54,Flawed Democracy,95,29291.4,0.92,80.69,17.65,12.8,21.8,78.2,4.74,71,81,19,88,50,48,NA
Slovenia,ratified both convention and protocol,4,2007-03-30,2008-04-24,2007-03-30,2008-04-24,2020,60,7.54,Flawed Democracy,94,25545.24,NA,NA,NA,NA,21.1,78.9,4.99,71,81,19,88,50,48,NA
Slovenia,ratified both convention and protocol,4,2007-03-30,2008-04-24,2007-03-30,2008-04-24,2019,60,7.5,Flawed Democracy,94,26016.08,NA,NA,NA,NA,22.6,77.4,4.45,71,81,19,88,50,48,NA
Slovenia,ratified both convention and protocol,4,2007-03-30,2008-04-24,2007-03-30,2008-04-24,2018,60,7.5,Flawed Democracy,93,26123.75,NA,NA,NA,NA,24.7,75.3,5.13,71,81,19,88,50,48,NA
Slovenia,ratified both convention and protocol,4,2007-03-30,2008-04-24,2007-03-30,2008-04-24,2017,61,7.5,Flawed Democracy,92,23514.03,NA,NA,NA,NA,24.1,75.9,6.57,71,81,19,88,50,48,NA
Solomon Islands,ratified protocol,3,2008-09-23,2023-06-22,2009-09-24,NA,2023,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,ratified protocol,3,2008-09-23,2023-06-22,2009-09-24,NA,2022,42,NA,NA,79,2203.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,ratified protocol,3,2008-09-23,2023-06-22,2009-09-24,NA,2021,43,NA,NA,79,2232.54,0.56,70.35,10.33,5.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,ratified protocol,3,2008-09-23,2023-06-22,2009-09-24,NA,2020,42,NA,NA,79,2222.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,ratified protocol,3,2008-09-23,2023-06-22,2009-09-24,NA,2019,42,NA,NA,79,2398.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,ratified protocol,3,2008-09-23,2023-06-22,2009-09-24,NA,2018,44,NA,NA,72,2450.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,ratified protocol,3,2008-09-23,2023-06-22,2009-09-24,NA,2017,39,NA,NA,71,2283.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,ratified protocol,3,2018-10-02,2019-08-06,NA,NA,2023,NA,NA,NA,8,NA,NA,NA,NA,NA,68.6,31.4,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,ratified protocol,3,2018-10-02,2019-08-06,NA,NA,2022,12,NA,NA,7,461.78,NA,NA,NA,NA,58,42,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,ratified protocol,3,2018-10-02,2019-08-06,NA,NA,2021,13,NA,NA,7,446.98,NA,55.28,NA,NA,56,44,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,ratified protocol,3,2018-10-02,2019-08-06,NA,NA,2020,12,NA,NA,7,416.22,NA,NA,NA,NA,58.5,41.5,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,ratified protocol,3,2018-10-02,2019-08-06,NA,NA,2019,9,NA,NA,7,405.79,NA,NA,NA,NA,60.1,39.9,18.83,NA,NA,NA,NA,NA,NA,NA
Somalia,ratified protocol,3,2018-10-02,2019-08-06,NA,NA,2018,10,NA,NA,7,379.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,ratified protocol,3,2018-10-02,2019-08-06,NA,NA,2017,9,NA,NA,5,377.35,NA,NA,NA,NA,58.8,41.2,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,ratified both convention and protocol,4,2007-03-30,2007-11-30,2007-03-30,2007-11-30,2023,NA,NA,NA,79,NA,NA,NA,NA,NA,75.4,24.6,NA,49,23,63,49,18,63,63
South Africa,ratified both convention and protocol,4,2007-03-30,2007-11-30,2007-03-30,2007-11-30,2022,43,7.05,Flawed Democracy,79,6776.48,NA,NA,NA,NA,76.1,23.9,28.84,49,23,63,49,18,63,63
South Africa,ratified both convention and protocol,4,2007-03-30,2007-11-30,2007-03-30,2007-11-30,2021,44,7.05,Flawed Democracy,79,7055.06,0.71,62.34,13.64,11.37,77.1,22.9,28.77,49,23,63,49,18,63,63
South Africa,ratified both convention and protocol,4,2007-03-30,2007-11-30,2007-03-30,2007-11-30,2020,44,7.05,Flawed Democracy,79,5741.64,NA,NA,NA,NA,77.5,22.5,24.34,49,23,63,49,18,63,63
South Africa,ratified both convention and protocol,4,2007-03-30,2007-11-30,2007-03-30,2007-11-30,2019,44,7.24,Flawed Democracy,79,6688.77,NA,NA,NA,NA,76.8,23.2,25.54,49,23,63,49,18,63,63
South Africa,ratified both convention and protocol,4,2007-03-30,2007-11-30,2007-03-30,2007-11-30,2018,43,7.24,Flawed Democracy,78,7048.51,NA,NA,NA,NA,75.7,24.3,24.22,49,23,63,49,18,63,63
South Africa,ratified both convention and protocol,4,2007-03-30,2007-11-30,2007-03-30,2007-11-30,2017,43,7.24,Flawed Democracy,78,6734.48,NA,NA,NA,NA,75.7,24.3,23.99,49,23,63,49,18,63,63
South Sudan,ratified both convention and protocol,4,NA,2024-02-05,NA,2024-02-05,2023,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Sudan,ratified both convention and protocol,4,NA,2024-02-05,NA,2024-02-05,2022,13,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Sudan,ratified both convention and protocol,4,NA,2024-02-05,NA,2024-02-05,2021,11,NA,NA,2,NA,0.38,54.98,5.54,5.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Sudan,ratified both convention and protocol,4,NA,2024-02-05,NA,2024-02-05,2020,12,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Sudan,ratified both convention and protocol,4,NA,2024-02-05,NA,2024-02-05,2019,12,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Sudan,ratified both convention and protocol,4,NA,2024-02-05,NA,2024-02-05,2018,13,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Sudan,ratified both convention and protocol,4,NA,2024-02-05,NA,2024-02-05,2017,12,NA,NA,4,NA,NA,NA,NA,NA,78.2,21.8,NA,NA,NA,NA,NA,NA,NA,NA
Spain,ratified both convention and protocol,4,2007-03-30,2007-12-03,2007-03-30,2007-12-03,2023,NA,NA,NA,90,NA,NA,NA,NA,NA,35.7,64.3,NA,57,67,42,86,47,44,42
Spain,ratified both convention and protocol,4,2007-03-30,2007-12-03,2007-03-30,2007-12-03,2022,60,8.07,Full Democracy,90,29350.17,NA,NA,NA,NA,33.9,66.1,12.92,57,67,42,86,47,44,42
Spain,ratified both convention and protocol,4,2007-03-30,2007-12-03,2007-03-30,2007-12-03,2021,61,7.94,Flawed Democracy,90,30103.51,0.9,83.01,17.92,10.61,33.1,66.9,14.78,57,67,42,86,47,44,42
Spain,ratified both convention and protocol,4,2007-03-30,2007-12-03,2007-03-30,2007-12-03,2020,62,8.12,Full Democracy,92,26959.68,NA,NA,NA,NA,32,68,15.53,57,67,42,86,47,44,42
Spain,ratified both convention and protocol,4,2007-03-30,2007-12-03,2007-03-30,2007-12-03,2019,62,8.29,Full Democracy,94,29581.52,NA,NA,NA,NA,32.5,67.5,14.1,57,67,42,86,47,44,42
Spain,ratified both convention and protocol,4,2007-03-30,2007-12-03,2007-03-30,2007-12-03,2018,58,8.08,Full Democracy,94,30379.72,NA,NA,NA,NA,36.7,63.3,15.25,57,67,42,86,47,44,42
Spain,ratified both convention and protocol,4,2007-03-30,2007-12-03,2007-03-30,2007-12-03,2017,57,8.08,Full Democracy,94,28185.32,NA,NA,NA,NA,31.3,68.7,17.22,57,67,42,86,47,44,42
Sri Lanka,ratified protocol,3,2007-03-30,2016-02-08,NA,NA,2023,NA,NA,NA,54,NA,NA,NA,NA,NA,41.4,58.6,NA,80,35,10,45,45,NA,NA
Sri Lanka,ratified protocol,3,2007-03-30,2016-02-08,NA,NA,2022,36,6.47,Flawed Democracy,55,3354.38,NA,NA,NA,NA,41.2,58.8,NA,80,35,10,45,45,NA,NA
Sri Lanka,ratified protocol,3,2007-03-30,2016-02-08,NA,NA,2021,37,6.14,Flawed Democracy,56,3994.25,0.78,76.4,14.14,10.83,41.2,58.8,NA,80,35,10,45,45,NA,NA
Sri Lanka,ratified protocol,3,2007-03-30,2016-02-08,NA,NA,2020,38,6.14,Flawed Democracy,56,3852.39,NA,NA,NA,NA,40.2,59.8,5.36,80,35,10,45,45,NA,NA
Sri Lanka,ratified protocol,3,2007-03-30,2016-02-08,NA,NA,2019,38,6.27,Flawed Democracy,56,4082.69,NA,NA,NA,NA,41,59,4.67,80,35,10,45,45,NA,NA
Sri Lanka,ratified protocol,3,2007-03-30,2016-02-08,NA,NA,2018,38,6.19,Flawed Democracy,55,4360.58,NA,NA,NA,NA,41.7,58.3,4.32,80,35,10,45,45,NA,NA
Sri Lanka,ratified protocol,3,2007-03-30,2016-02-08,NA,NA,2017,38,6.48,Flawed Democracy,56,4388.2,NA,NA,NA,NA,34.6,65.4,4.05,80,35,10,45,45,NA,NA
St. Kitts and Nevis,ratified protocol,3,2019-09-27,2019-10-17,NA,NA,2023,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Kitts and Nevis,ratified protocol,3,2019-09-27,2019-10-17,NA,NA,2022,NA,NA,NA,89,20176.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Kitts and Nevis,ratified protocol,3,2019-09-27,2019-10-17,NA,NA,2021,NA,NA,NA,89,18082.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Kitts and Nevis,ratified protocol,3,2019-09-27,2019-10-17,NA,NA,2020,NA,NA,NA,89,18566.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Kitts and Nevis,ratified protocol,3,2019-09-27,2019-10-17,NA,NA,2019,NA,NA,NA,89,23219.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Kitts and Nevis,ratified protocol,3,2019-09-27,2019-10-17,NA,NA,2018,NA,NA,NA,89,22548.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Kitts and Nevis,ratified protocol,3,2019-09-27,2019-10-17,NA,NA,2017,NA,NA,NA,89,22160.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Lucia,ratified both convention and protocol,4,2011-09-22,2020-06-11,NA,2020-06-11,2023,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Lucia,ratified both convention and protocol,4,2011-09-22,2020-06-11,NA,2020-06-11,2022,NA,NA,NA,92,11481.5,NA,NA,NA,NA,NA,NA,15.77,NA,NA,NA,NA,NA,NA,NA
St. Lucia,ratified both convention and protocol,4,2011-09-22,2020-06-11,NA,2020-06-11,2021,NA,NA,NA,91,9414.14,NA,NA,NA,NA,NA,NA,19.58,NA,NA,NA,NA,NA,NA,NA
St. Lucia,ratified both convention and protocol,4,2011-09-22,2020-06-11,NA,2020-06-11,2020,NA,NA,NA,92,8458.08,NA,NA,NA,NA,NA,NA,20.41,NA,NA,NA,NA,NA,NA,NA
St. Lucia,ratified both convention and protocol,4,2011-09-22,2020-06-11,NA,2020-06-11,2019,NA,NA,NA,92,11726.68,NA,NA,NA,NA,NA,NA,15.34,NA,NA,NA,NA,NA,NA,NA
St. Lucia,ratified both convention and protocol,4,2011-09-22,2020-06-11,NA,2020-06-11,2018,NA,NA,NA,91,11563.87,NA,NA,NA,NA,NA,NA,19.12,NA,NA,NA,NA,NA,NA,NA
St. Lucia,ratified both convention and protocol,4,2011-09-22,2020-06-11,NA,2020-06-11,2017,NA,NA,NA,92,11270.43,NA,NA,NA,NA,NA,NA,18.89,NA,NA,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,ratified both convention and protocol,4,NA,2010-10-29,NA,2010-10-29,2023,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,ratified both convention and protocol,4,NA,2010-10-29,NA,2010-10-29,2022,NA,NA,NA,91,9125.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,ratified both convention and protocol,4,NA,2010-10-29,NA,2010-10-29,2021,NA,NA,NA,91,8360.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,ratified both convention and protocol,4,NA,2010-10-29,NA,2010-10-29,2020,NA,NA,NA,91,8306.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,ratified both convention and protocol,4,NA,2010-10-29,NA,2010-10-29,2019,NA,NA,NA,91,8680.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,ratified both convention and protocol,4,NA,2010-10-29,NA,2010-10-29,2018,NA,NA,NA,90,8399.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,ratified both convention and protocol,4,NA,2010-10-29,NA,2010-10-29,2017,NA,NA,NA,91,7996.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palestine,ratified both convention and protocol,4,NA,2014-04-02,NA,2019-04-10,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,59,NA,NA,NA,NA,NA,NA,NA,NA
Palestine,ratified both convention and protocol,4,NA,2014-04-02,NA,2019-04-10,2022,NA,3.86,Authoritarian Regime,NA,NA,NA,NA,NA,NA,43.2,56.8,NA,NA,NA,NA,NA,NA,NA,NA
Palestine,ratified both convention and protocol,4,NA,2014-04-02,NA,2019-04-10,2021,NA,3.94,Authoritarian Regime,NA,NA,0.72,73.47,13.36,9.94,44,56,NA,NA,NA,NA,NA,NA,NA,NA
Palestine,ratified both convention and protocol,4,NA,2014-04-02,NA,2019-04-10,2020,NA,3.83,Authoritarian Regime,NA,NA,NA,NA,NA,NA,43.6,56.4,NA,NA,NA,NA,NA,NA,NA,NA
Palestine,ratified both convention and protocol,4,NA,2014-04-02,NA,2019-04-10,2019,NA,3.89,Authoritarian Regime,NA,NA,NA,NA,NA,NA,37,63,NA,NA,NA,NA,NA,NA,NA,NA
Palestine,ratified both convention and protocol,4,NA,2014-04-02,NA,2019-04-10,2018,NA,4.39,Hybrid Regime,NA,NA,NA,NA,NA,NA,37.9,62.1,NA,NA,NA,NA,NA,NA,NA,NA
