country,crpd_sign,crpd_ratif,protocol_sign,protocol_ratif,year,cpi_score.x,cpi_score.y,power_distance,individualism,motivation,uncertainty_avoidance,long_term_orientation,indulgence,democracy_index,democracy_cat,freedom_index,gdp,human_development_index,life_expectancy,expected_years_of_schooling,mean_years_of_schooling,crime_index,safety_index,unemployment_rate
Singapore,2012-11-30,2013-07-18,NA,NA,2018,85,85,NA,NA,NA,NA,NA,NA,6.38,Flawed Democracy,52,66836.54,NA,NA,NA,NA,16.2,83.8,NA
Singapore,2012-11-30,2013-07-18,NA,NA,2017,84,84,NA,NA,NA,NA,NA,NA,6.32,Flawed Democracy,51,61164.9,NA,NA,NA,NA,16.6,83.4,4.2
Singapore,2012-11-30,2013-07-18,NA,NA,2016,84,84,NA,NA,NA,NA,NA,NA,6.38,Flawed Democracy,51,56895.64,NA,NA,NA,NA,15.8,84.2,4.08
Singapore,2012-11-30,2013-07-18,NA,NA,2015,85,85,NA,NA,NA,NA,NA,NA,6.14,Flawed Democracy,51,55645.61,NA,NA,NA,NA,17.6,82.4,3.79
Singapore,2012-11-30,2013-07-18,NA,NA,2014,84,84,NA,NA,NA,NA,NA,NA,6.03,Flawed Democracy,51,57564.8,NA,NA,NA,NA,21.3,78.7,3.74
Singapore,2012-11-30,2013-07-18,NA,NA,2013,86,86,NA,NA,NA,NA,NA,NA,5.92,Hybrid Regime,52,56967.43,NA,NA,NA,NA,20,80,3.86
Singapore,2012-11-30,2013-07-18,NA,NA,2012,87,87,NA,NA,NA,NA,NA,NA,5.88,Hybrid Regime,NA,55547.55,NA,NA,NA,NA,20.2,79.8,3.72
Singapore,2012-11-30,2013-07-18,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,5.89,Hybrid Regime,NA,53891.46,NA,NA,NA,NA,NA,NA,3.89
Singapore,2012-11-30,2013-07-18,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,5.89,Hybrid Regime,NA,47236.67,NA,NA,NA,NA,NA,NA,4.12
Singapore,2012-11-30,2013-07-18,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38926.81,NA,NA,NA,NA,NA,NA,5.86
Singapore,2012-11-30,2013-07-18,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,5.89,Hybrid Regime,NA,40008.58,NA,NA,NA,NA,NA,NA,3.96
Slovakia,2007-09-26,2010-05-26,2007-09-26,2010-05-26,2023,NA,NA,100,57,100,51,53,28,NA,NA,90,NA,NA,NA,NA,NA,31.4,68.6,NA
Slovakia,2007-09-26,2010-05-26,2007-09-26,2010-05-26,2022,53,53,NA,NA,NA,NA,NA,NA,7.07,Flawed Democracy,90,NA,NA,NA,NA,NA,30.2,69.8,NA
Slovakia,2007-09-26,2010-05-26,2007-09-26,2010-05-26,2021,52,52,NA,NA,NA,NA,NA,NA,7.03,Flawed Democracy,90,NA,0.85,74.91,14.51,12.91,29.7,70.3,NA
Slovakia,2007-09-26,2010-05-26,2007-09-26,2010-05-26,2020,49,49,NA,NA,NA,NA,NA,NA,6.97,Flawed Democracy,88,NA,NA,NA,NA,NA,29.2,70.8,NA
Slovakia,2007-09-26,2010-05-26,2007-09-26,2010-05-26,2019,50,50,NA,NA,NA,NA,NA,NA,7.17,Flawed Democracy,88,NA,NA,NA,NA,NA,29.5,70.5,NA
Slovakia,2007-09-26,2010-05-26,2007-09-26,2010-05-26,2018,50,50,NA,NA,NA,NA,NA,NA,7.1,Flawed Democracy,89,NA,NA,NA,NA,NA,30.2,69.8,NA
Slovakia,2007-09-26,2010-05-26,2007-09-26,2010-05-26,2017,50,50,NA,NA,NA,NA,NA,NA,7.16,Flawed Democracy,89,NA,NA,NA,NA,NA,30.2,69.8,NA
Slovakia,2007-09-26,2010-05-26,2007-09-26,2010-05-26,2016,51,51,NA,NA,NA,NA,NA,NA,7.29,Flawed Democracy,89,NA,NA,NA,NA,NA,33.5,66.5,NA
Slovakia,2007-09-26,2010-05-26,2007-09-26,2010-05-26,2015,51,51,NA,NA,NA,NA,NA,NA,7.29,Flawed Democracy,90,NA,NA,NA,NA,NA,33.3,66.7,NA
Slovakia,2007-09-26,2010-05-26,2007-09-26,2010-05-26,2014,50,50,NA,NA,NA,NA,NA,NA,7.35,Flawed Democracy,91,NA,NA,NA,NA,NA,32.7,67.3,NA
Slovakia,2007-09-26,2010-05-26,2007-09-26,2010-05-26,2013,47,47,NA,NA,NA,NA,NA,NA,7.35,Flawed Democracy,92,NA,NA,NA,NA,NA,35.2,64.8,NA
Slovakia,2007-09-26,2010-05-26,2007-09-26,2010-05-26,2012,46,46,NA,NA,NA,NA,NA,NA,7.35,Flawed Democracy,NA,NA,NA,NA,NA,NA,46.9,53.1,NA
Slovakia,2007-09-26,2010-05-26,2007-09-26,2010-05-26,2011,NA,NA,NA,NA,NA,NA,NA,NA,7.35,Flawed Democracy,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovakia,2007-09-26,2010-05-26,2007-09-26,2010-05-26,2010,NA,NA,NA,NA,NA,NA,NA,NA,7.35,Flawed Democracy,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovakia,2007-09-26,2010-05-26,2007-09-26,2010-05-26,2008,NA,NA,NA,NA,NA,NA,NA,NA,7.33,Flawed Democracy,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovenia,2007-03-30,2008-04-24,2007-03-30,2008-04-24,2023,NA,NA,71,81,19,88,50,48,NA,NA,95,NA,NA,NA,NA,NA,24.2,75.8,NA
Slovenia,2007-03-30,2008-04-24,2007-03-30,2008-04-24,2022,56,56,NA,NA,NA,NA,NA,NA,7.75,Flawed Democracy,90,29457.4,NA,NA,NA,NA,22.7,77.3,4.01
Slovenia,2007-03-30,2008-04-24,2007-03-30,2008-04-24,2021,57,57,NA,NA,NA,NA,NA,NA,7.54,Flawed Democracy,95,29291.4,0.92,80.69,17.65,12.8,21.8,78.2,4.74
Slovenia,2007-03-30,2008-04-24,2007-03-30,2008-04-24,2020,60,60,NA,NA,NA,NA,NA,NA,7.54,Flawed Democracy,94,25545.24,NA,NA,NA,NA,21.1,78.9,4.99
Slovenia,2007-03-30,2008-04-24,2007-03-30,2008-04-24,2019,60,60,NA,NA,NA,NA,NA,NA,7.5,Flawed Democracy,94,26016.08,NA,NA,NA,NA,22.6,77.4,4.45
Slovenia,2007-03-30,2008-04-24,2007-03-30,2008-04-24,2018,60,60,NA,NA,NA,NA,NA,NA,7.5,Flawed Democracy,93,26123.75,NA,NA,NA,NA,24.7,75.3,5.13
Slovenia,2007-03-30,2008-04-24,2007-03-30,2008-04-24,2017,61,61,NA,NA,NA,NA,NA,NA,7.5,Flawed Democracy,92,23514.03,NA,NA,NA,NA,24.1,75.9,6.57
Slovenia,2007-03-30,2008-04-24,2007-03-30,2008-04-24,2016,61,61,NA,NA,NA,NA,NA,NA,7.51,Flawed Democracy,92,21678.36,NA,NA,NA,NA,26.3,73.7,8.02
Slovenia,2007-03-30,2008-04-24,2007-03-30,2008-04-24,2015,60,60,NA,NA,NA,NA,NA,NA,7.57,Flawed Democracy,91,20890.17,NA,NA,NA,NA,28.7,71.3,9
Slovenia,2007-03-30,2008-04-24,2007-03-30,2008-04-24,2014,58,58,NA,NA,NA,NA,NA,NA,7.57,Flawed Democracy,91,24247.17,NA,NA,NA,NA,33.2,66.8,9.72
Slovenia,2007-03-30,2008-04-24,2007-03-30,2008-04-24,2013,57,57,NA,NA,NA,NA,NA,NA,7.88,Flawed Democracy,91,23503.28,NA,NA,NA,NA,29.6,70.4,10.14
Slovenia,2007-03-30,2008-04-24,2007-03-30,2008-04-24,2012,61,61,NA,NA,NA,NA,NA,NA,7.88,Flawed Democracy,NA,22641.81,NA,NA,NA,NA,35.7,64.3,8.88
Slovenia,2007-03-30,2008-04-24,2007-03-30,2008-04-24,2011,NA,NA,NA,NA,NA,NA,NA,NA,7.76,Flawed Democracy,NA,25128.02,NA,NA,NA,NA,NA,NA,8.2
Slovenia,2007-03-30,2008-04-24,2007-03-30,2008-04-24,2010,NA,NA,NA,NA,NA,NA,NA,NA,7.69,Flawed Democracy,NA,23532.48,NA,NA,NA,NA,NA,NA,7.26
Slovenia,2007-03-30,2008-04-24,2007-03-30,2008-04-24,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24792.13,NA,NA,NA,NA,NA,NA,5.89
Slovenia,2007-03-30,2008-04-24,2007-03-30,2008-04-24,2008,NA,NA,NA,NA,NA,NA,NA,NA,7.96,Flawed Democracy,NA,27595.6,NA,NA,NA,NA,NA,NA,4.41
Solomon Islands,2008-09-23,2023-06-22,2009-09-24,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,2008-09-23,2023-06-22,2009-09-24,NA,2022,42,42,NA,NA,NA,NA,NA,NA,NA,NA,79,2203.19,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,2008-09-23,2023-06-22,2009-09-24,NA,2021,43,43,NA,NA,NA,NA,NA,NA,NA,NA,79,2232.54,0.56,70.35,10.33,5.71,NA,NA,NA
Solomon Islands,2008-09-23,2023-06-22,2009-09-24,NA,2020,42,42,NA,NA,NA,NA,NA,NA,NA,NA,79,2222.46,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,2008-09-23,2023-06-22,2009-09-24,NA,2019,42,42,NA,NA,NA,NA,NA,NA,NA,NA,79,2398.77,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,2008-09-23,2023-06-22,2009-09-24,NA,2018,44,44,NA,NA,NA,NA,NA,NA,NA,NA,72,2450.48,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,2008-09-23,2023-06-22,2009-09-24,NA,2017,39,39,NA,NA,NA,NA,NA,NA,NA,NA,71,2283.58,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,2008-09-23,2023-06-22,2009-09-24,NA,2016,42,42,NA,NA,NA,NA,NA,NA,NA,NA,68,2196.28,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,2008-09-23,2023-06-22,2009-09-24,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,2134.81,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,2008-09-23,2023-06-22,2009-09-24,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,2235.73,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,2008-09-23,2023-06-22,2009-09-24,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,2208.09,NA,NA,NA,NA,NA,NA,0.69
Solomon Islands,2008-09-23,2023-06-22,2009-09-24,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2087.64,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,2008-09-23,2023-06-22,2009-09-24,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921.36,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,2008-09-23,2023-06-22,2009-09-24,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1662,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,2008-09-23,2023-06-22,2009-09-24,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1526.16,NA,NA,NA,NA,NA,NA,2.02
Solomon Islands,2008-09-23,2023-06-22,2009-09-24,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1504.53,NA,NA,NA,NA,NA,NA,NA
Somalia,2018-10-02,2019-08-06,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,68.6,31.4,NA
Somalia,2018-10-02,2019-08-06,NA,NA,2022,12,12,NA,NA,NA,NA,NA,NA,NA,NA,7,461.78,NA,NA,NA,NA,58,42,NA
Somalia,2018-10-02,2019-08-06,NA,NA,2021,13,13,NA,NA,NA,NA,NA,NA,NA,NA,7,446.98,NA,55.28,NA,NA,56,44,NA
Somalia,2018-10-02,2019-08-06,NA,NA,2020,12,12,NA,NA,NA,NA,NA,NA,NA,NA,7,416.22,NA,NA,NA,NA,58.5,41.5,NA
Somalia,2018-10-02,2019-08-06,NA,NA,2019,9,9,NA,NA,NA,NA,NA,NA,NA,NA,7,405.79,NA,NA,NA,NA,60.1,39.9,18.83
Somalia,2018-10-02,2019-08-06,NA,NA,2018,10,10,NA,NA,NA,NA,NA,NA,NA,NA,7,379.99,NA,NA,NA,NA,NA,NA,NA
Somalia,2018-10-02,2019-08-06,NA,NA,2017,9,9,NA,NA,NA,NA,NA,NA,NA,NA,5,377.35,NA,NA,NA,NA,58.8,41.2,NA
Somalia,2018-10-02,2019-08-06,NA,NA,2016,10,10,NA,NA,NA,NA,NA,NA,NA,NA,2,387.19,NA,NA,NA,NA,55.7,44.3,NA
Somalia,2018-10-02,2019-08-06,NA,NA,2015,8,8,NA,NA,NA,NA,NA,NA,NA,NA,2,387.61,NA,NA,NA,NA,65.6,34.4,NA
Somalia,2018-10-02,2019-08-06,NA,NA,2014,8,8,NA,NA,NA,NA,NA,NA,NA,NA,2,377.56,NA,NA,NA,NA,NA,NA,NA
Somalia,2018-10-02,2019-08-06,NA,NA,2013,8,8,NA,NA,NA,NA,NA,NA,NA,NA,2,356.12,NA,NA,NA,NA,NA,NA,NA
Somalia,2018-10-02,2019-08-06,NA,NA,2012,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,2018-10-02,2019-08-06,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,2018-10-02,2019-08-06,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,2018-10-02,2019-08-06,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,2018-10-02,2019-08-06,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,2007-03-30,2007-11-30,2007-03-30,2007-11-30,2023,NA,NA,49,23,63,49,18,63,NA,NA,79,NA,NA,NA,NA,NA,75.4,24.6,NA
South Africa,2007-03-30,2007-11-30,2007-03-30,2007-11-30,2022,43,43,NA,NA,NA,NA,NA,NA,7.05,Flawed Democracy,79,6776.48,NA,NA,NA,NA,76.1,23.9,28.84
South Africa,2007-03-30,2007-11-30,2007-03-30,2007-11-30,2021,44,44,NA,NA,NA,NA,NA,NA,7.05,Flawed Democracy,79,7055.06,0.71,62.34,13.64,11.37,77.1,22.9,28.77
South Africa,2007-03-30,2007-11-30,2007-03-30,2007-11-30,2020,44,44,NA,NA,NA,NA,NA,NA,7.05,Flawed Democracy,79,5741.64,NA,NA,NA,NA,77.5,22.5,24.34
South Africa,2007-03-30,2007-11-30,2007-03-30,2007-11-30,2019,44,44,NA,NA,NA,NA,NA,NA,7.24,Flawed Democracy,79,6688.77,NA,NA,NA,NA,76.8,23.2,25.54
South Africa,2007-03-30,2007-11-30,2007-03-30,2007-11-30,2018,43,43,NA,NA,NA,NA,NA,NA,7.24,Flawed Democracy,78,7048.51,NA,NA,NA,NA,75.7,24.3,24.22
South Africa,2007-03-30,2007-11-30,2007-03-30,2007-11-30,2017,43,43,NA,NA,NA,NA,NA,NA,7.24,Flawed Democracy,78,6734.48,NA,NA,NA,NA,75.7,24.3,23.99
South Africa,2007-03-30,2007-11-30,2007-03-30,2007-11-30,2016,45,45,NA,NA,NA,NA,NA,NA,7.41,Flawed Democracy,79,5735.07,NA,NA,NA,NA,78.4,21.6,24.02
South Africa,2007-03-30,2007-11-30,2007-03-30,2007-11-30,2015,44,44,NA,NA,NA,NA,NA,NA,7.56,Flawed Democracy,81,6204.93,NA,NA,NA,NA,78.4,21.6,22.87
South Africa,2007-03-30,2007-11-30,2007-03-30,2007-11-30,2014,44,44,NA,NA,NA,NA,NA,NA,7.82,Flawed Democracy,81,6965.14,NA,NA,NA,NA,78.5,21.5,22.61
South Africa,2007-03-30,2007-11-30,2007-03-30,2007-11-30,2013,42,42,NA,NA,NA,NA,NA,NA,7.9,Flawed Democracy,81,7441.23,NA,NA,NA,NA,76.7,23.3,22.04
South Africa,2007-03-30,2007-11-30,2007-03-30,2007-11-30,2012,43,43,NA,NA,NA,NA,NA,NA,7.79,Flawed Democracy,NA,8173.87,NA,NA,NA,NA,78.1,21.9,21.79
South Africa,2007-03-30,2007-11-30,2007-03-30,2007-11-30,2011,NA,NA,NA,NA,NA,NA,NA,NA,7.79,Flawed Democracy,NA,8737.04,NA,NA,NA,NA,NA,NA,21.42
South Africa,2007-03-30,2007-11-30,2007-03-30,2007-11-30,2010,NA,NA,NA,NA,NA,NA,NA,NA,7.79,Flawed Democracy,NA,8059.56,NA,NA,NA,NA,NA,NA,23.18
South Africa,2007-03-30,2007-11-30,2007-03-30,2007-11-30,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6444.19,NA,NA,NA,NA,NA,NA,20.51
South Africa,2007-03-30,2007-11-30,2007-03-30,2007-11-30,2008,NA,NA,NA,NA,NA,NA,NA,NA,7.91,Flawed Democracy,NA,6251.88,NA,NA,NA,NA,NA,NA,19.51
Spain,2007-03-30,2007-12-03,2007-03-30,2007-12-03,2023,NA,NA,57,67,42,86,47,44,NA,NA,90,NA,NA,NA,NA,NA,35.7,64.3,NA
Spain,2007-03-30,2007-12-03,2007-03-30,2007-12-03,2022,60,60,NA,NA,NA,NA,NA,NA,8.07,Full Democracy,90,29350.17,NA,NA,NA,NA,33.9,66.1,12.92
Spain,2007-03-30,2007-12-03,2007-03-30,2007-12-03,2021,61,61,NA,NA,NA,NA,NA,NA,7.94,Flawed Democracy,90,30103.51,0.9,83.01,17.92,10.61,33.1,66.9,14.78
Spain,2007-03-30,2007-12-03,2007-03-30,2007-12-03,2020,62,62,NA,NA,NA,NA,NA,NA,8.12,Full Democracy,92,26959.68,NA,NA,NA,NA,32,68,15.53
Spain,2007-03-30,2007-12-03,2007-03-30,2007-12-03,2019,62,62,NA,NA,NA,NA,NA,NA,8.29,Full Democracy,94,29581.52,NA,NA,NA,NA,32.5,67.5,14.1
Spain,2007-03-30,2007-12-03,2007-03-30,2007-12-03,2018,58,58,NA,NA,NA,NA,NA,NA,8.08,Full Democracy,94,30379.72,NA,NA,NA,NA,36.7,63.3,15.25
Spain,2007-03-30,2007-12-03,2007-03-30,2007-12-03,2017,57,57,NA,NA,NA,NA,NA,NA,8.08,Full Democracy,94,28185.32,NA,NA,NA,NA,31.3,68.7,17.22
Spain,2007-03-30,2007-12-03,2007-03-30,2007-12-03,2016,58,58,NA,NA,NA,NA,NA,NA,8.3,Full Democracy,95,26537.16,NA,NA,NA,NA,31.8,68.2,19.64
Spain,2007-03-30,2007-12-03,2007-03-30,2007-12-03,2015,58,58,NA,NA,NA,NA,NA,NA,8.3,Full Democracy,96,25754.36,NA,NA,NA,NA,33.9,66.1,22.06
Spain,2007-03-30,2007-12-03,2007-03-30,2007-12-03,2014,60,60,NA,NA,NA,NA,NA,NA,8.05,Full Democracy,96,29513.65,NA,NA,NA,NA,32.4,67.6,24.44
Spain,2007-03-30,2007-12-03,2007-03-30,2007-12-03,2013,59,59,NA,NA,NA,NA,NA,NA,8.02,Full Democracy,96,29077.18,NA,NA,NA,NA,34.1,65.9,26.09
Spain,2007-03-30,2007-12-03,2007-03-30,2007-12-03,2012,65,65,NA,NA,NA,NA,NA,NA,8.02,Full Democracy,NA,28322.95,NA,NA,NA,NA,33,67,24.79
Spain,2007-03-30,2007-12-03,2007-03-30,2007-12-03,2011,NA,NA,NA,NA,NA,NA,NA,NA,8.02,Full Democracy,NA,31677.9,NA,NA,NA,NA,NA,NA,21.39
Spain,2007-03-30,2007-12-03,2007-03-30,2007-12-03,2010,NA,NA,NA,NA,NA,NA,NA,NA,8.16,Full Democracy,NA,30532.48,NA,NA,NA,NA,NA,NA,19.86
Spain,2007-03-30,2007-12-03,2007-03-30,2007-12-03,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32169.5,NA,NA,NA,NA,NA,NA,17.86
Spain,2007-03-30,2007-12-03,2007-03-30,2007-12-03,2008,NA,NA,NA,NA,NA,NA,NA,NA,8.45,Full Democracy,NA,35510.72,NA,NA,NA,NA,NA,NA,11.25
Sri Lanka,2007-03-30,2016-02-08,NA,NA,2023,NA,NA,80,35,10,45,45,NA,NA,NA,54,NA,NA,NA,NA,NA,41.4,58.6,NA
Sri Lanka,2007-03-30,2016-02-08,NA,NA,2022,36,36,NA,NA,NA,NA,NA,NA,6.47,Flawed Democracy,55,3354.38,NA,NA,NA,NA,41.2,58.8,NA
Sri Lanka,2007-03-30,2016-02-08,NA,NA,2021,37,37,NA,NA,NA,NA,NA,NA,6.14,Flawed Democracy,56,3994.25,0.78,76.4,14.14,10.83,41.2,58.8,NA
Sri Lanka,2007-03-30,2016-02-08,NA,NA,2020,38,38,NA,NA,NA,NA,NA,NA,6.14,Flawed Democracy,56,3852.39,NA,NA,NA,NA,40.2,59.8,5.36
Sri Lanka,2007-03-30,2016-02-08,NA,NA,2019,38,38,NA,NA,NA,NA,NA,NA,6.27,Flawed Democracy,56,4082.69,NA,NA,NA,NA,41,59,4.67
Sri Lanka,2007-03-30,2016-02-08,NA,NA,2018,38,38,NA,NA,NA,NA,NA,NA,6.19,Flawed Democracy,55,4360.58,NA,NA,NA,NA,41.7,58.3,4.32
Sri Lanka,2007-03-30,2016-02-08,NA,NA,2017,38,38,NA,NA,NA,NA,NA,NA,6.48,Flawed Democracy,56,4388.2,NA,NA,NA,NA,34.6,65.4,4.05
Sri Lanka,2007-03-30,2016-02-08,NA,NA,2016,36,36,NA,NA,NA,NA,NA,NA,6.48,Flawed Democracy,55,4107.83,NA,NA,NA,NA,46.3,53.7,4.24
Sri Lanka,2007-03-30,2016-02-08,NA,NA,2015,37,37,NA,NA,NA,NA,NA,NA,6.42,Flawed Democracy,41,3990.35,NA,NA,NA,NA,50,50,4.52
Sri Lanka,2007-03-30,2016-02-08,NA,NA,2014,38,38,NA,NA,NA,NA,NA,NA,5.69,Hybrid Regime,42,3885.62,NA,NA,NA,NA,42.4,57.6,4.16
Sri Lanka,2007-03-30,2016-02-08,NA,NA,2013,37,37,NA,NA,NA,NA,NA,NA,5.69,Hybrid Regime,43,3643.83,NA,NA,NA,NA,39.7,60.3,4.19
Sri Lanka,2007-03-30,2016-02-08,NA,NA,2012,40,40,NA,NA,NA,NA,NA,NA,5.75,Hybrid Regime,NA,3351.89,NA,NA,NA,NA,NA,NA,3.88
Sri Lanka,2007-03-30,2016-02-08,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,6.58,Flawed Democracy,NA,3248.04,NA,NA,NA,NA,NA,NA,4.12
Sri Lanka,2007-03-30,2016-02-08,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,6.64,Flawed Democracy,NA,2836.97,NA,NA,NA,NA,NA,NA,4.78
Sri Lanka,2007-03-30,2016-02-08,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2053.77,NA,NA,NA,NA,NA,NA,5.85
Sri Lanka,2007-03-30,2016-02-08,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,6.61,Flawed Democracy,NA,2007.03,NA,NA,NA,NA,NA,NA,5.22
St. Kitts and Nevis,2019-09-27,2019-10-17,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA
St. Kitts and Nevis,2019-09-27,2019-10-17,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,20176.75,NA,NA,NA,NA,NA,NA,NA
St. Kitts and Nevis,2019-09-27,2019-10-17,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,18082.69,NA,NA,NA,NA,NA,NA,NA
St. Kitts and Nevis,2019-09-27,2019-10-17,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,18566.02,NA,NA,NA,NA,NA,NA,NA
St. Kitts and Nevis,2019-09-27,2019-10-17,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,23219.41,NA,NA,NA,NA,NA,NA,NA
St. Kitts and Nevis,2019-09-27,2019-10-17,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,22548.15,NA,NA,NA,NA,NA,NA,NA
St. Kitts and Nevis,2019-09-27,2019-10-17,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,22160.6,NA,NA,NA,NA,NA,NA,NA
St. Kitts and Nevis,2019-09-27,2019-10-17,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,21095.25,NA,NA,NA,NA,NA,NA,NA
St. Kitts and Nevis,2019-09-27,2019-10-17,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,20025.88,NA,NA,NA,NA,NA,NA,NA
St. Kitts and Nevis,2019-09-27,2019-10-17,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,19945.39,NA,NA,NA,NA,NA,NA,NA
St. Kitts and Nevis,2019-09-27,2019-10-17,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,18315.91,NA,NA,NA,NA,NA,NA,NA
St. Kitts and Nevis,2019-09-27,2019-10-17,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17293.81,NA,NA,NA,NA,NA,NA,NA
St. Kitts and Nevis,2019-09-27,2019-10-17,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17571.98,NA,NA,NA,NA,NA,NA,NA
St. Kitts and Nevis,2019-09-27,2019-10-17,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16427.62,NA,NA,NA,NA,NA,NA,NA
St. Kitts and Nevis,2019-09-27,2019-10-17,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16374.26,NA,NA,NA,NA,NA,NA,NA
St. Kitts and Nevis,2019-09-27,2019-10-17,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16491.89,NA,NA,NA,NA,NA,NA,NA
St. Lucia,2011-09-22,2020-06-11,NA,2020-06-11,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA
St. Lucia,2011-09-22,2020-06-11,NA,2020-06-11,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,11481.5,NA,NA,NA,NA,NA,NA,15.77
St. Lucia,2011-09-22,2020-06-11,NA,2020-06-11,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,9414.14,NA,NA,NA,NA,NA,NA,19.58
St. Lucia,2011-09-22,2020-06-11,NA,2020-06-11,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,8458.08,NA,NA,NA,NA,NA,NA,20.41
St. Lucia,2011-09-22,2020-06-11,NA,2020-06-11,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,11726.68,NA,NA,NA,NA,NA,NA,15.34
St. Lucia,2011-09-22,2020-06-11,NA,2020-06-11,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,11563.87,NA,NA,NA,NA,NA,NA,19.12
