country,crpd_category,crpd_category_v,year,cpi_score.x,cpi_score.y,power_distance,individualism,motivation,uncertainty_avoidance,long_term_orientation,indulgence,democracy_index,democracy_cat,freedom_index,gdp,human_development_index,life_expectancy,expected_years_of_schooling,mean_years_of_schooling,masculinity_index,crime_index,safety_index,unemployment_rate
Guatemala,ratified both crpd and protocol,4,2022,24,24,NA,NA,NA,NA,NA,NA,4.68,Hybrid Regime,51,5473.21,NA,NA,NA,NA,NA,58.3,41.7,3.05
Guatemala,ratified both crpd and protocol,4,2021,25,25,NA,NA,NA,NA,NA,NA,4.62,Hybrid Regime,52,5029.48,0.63,69.24,10.56,5.68,NA,58.2,41.8,2.17
Guatemala,ratified both crpd and protocol,4,2020,25,25,NA,NA,NA,NA,NA,NA,4.97,Hybrid Regime,52,4609.9,NA,NA,NA,NA,NA,57.8,42.2,NA
Guatemala,ratified both crpd and protocol,4,2019,26,26,NA,NA,NA,NA,NA,NA,5.26,Hybrid Regime,53,4647.81,NA,NA,NA,NA,NA,55.9,44.1,2.19
Guatemala,ratified both crpd and protocol,4,2018,27,27,NA,NA,NA,NA,NA,NA,5.6,Hybrid Regime,56,4485.75,NA,NA,NA,NA,NA,59.3,40.7,2.28
Guatemala,ratified both crpd and protocol,4,2017,28,28,NA,NA,NA,NA,NA,NA,5.86,Hybrid Regime,54,4454.02,NA,NA,NA,NA,NA,59.6,40.4,2.46
Guinea,ratified both crpd and protocol,4,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea,ratified both crpd and protocol,4,2022,25,25,NA,NA,NA,NA,NA,NA,2.32,Authoritarian Regime,34,1531.66,NA,NA,NA,NA,NA,NA,NA,NA
Guinea,ratified both crpd and protocol,4,2021,25,25,NA,NA,NA,NA,NA,NA,2.28,Authoritarian Regime,38,1189.18,0.47,58.89,9.81,2.2,NA,NA,NA,NA
Guinea,ratified both crpd and protocol,4,2020,28,28,NA,NA,NA,NA,NA,NA,3.08,Authoritarian Regime,40,1073.66,NA,NA,NA,NA,NA,NA,NA,NA
Guinea,ratified both crpd and protocol,4,2019,29,29,NA,NA,NA,NA,NA,NA,3.14,Authoritarian Regime,43,1043.9,NA,NA,NA,NA,NA,NA,NA,5.02
Guinea,ratified both crpd and protocol,4,2018,28,28,NA,NA,NA,NA,NA,NA,3.14,Authoritarian Regime,41,944.42,NA,NA,NA,NA,NA,NA,NA,NA
Guinea,ratified both crpd and protocol,4,2017,27,27,NA,NA,NA,NA,NA,NA,3.14,Authoritarian Regime,41,843.46,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,ratified both crpd and protocol,4,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,ratified both crpd and protocol,4,2022,21,21,NA,NA,NA,NA,NA,NA,2.56,Authoritarian Regime,43,775.83,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,ratified both crpd and protocol,4,2021,21,21,NA,NA,NA,NA,NA,NA,2.75,Authoritarian Regime,44,795.12,0.48,59.65,10.61,3.58,NA,NA,NA,NA
Guinea-Bissau,ratified both crpd and protocol,4,2020,19,19,NA,NA,NA,NA,NA,NA,2.63,Authoritarian Regime,46,710.26,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,ratified both crpd and protocol,4,2019,18,18,NA,NA,NA,NA,NA,NA,2.63,Authoritarian Regime,42,730.61,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,ratified both crpd and protocol,4,2018,16,16,NA,NA,NA,NA,NA,NA,1.98,Authoritarian Regime,41,781.64,NA,NA,NA,NA,NA,NA,NA,3.2
Guinea-Bissau,ratified both crpd and protocol,4,2017,17,17,NA,NA,NA,NA,NA,NA,1.98,Authoritarian Regime,40,718.25,NA,NA,NA,NA,NA,NA,NA,NA
Guyana,ratified protocol,3,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,69,31,NA
Guyana,ratified protocol,3,2022,40,40,NA,NA,NA,NA,NA,NA,6.34,Flawed Democracy,73,18989.79,NA,NA,NA,NA,NA,68.9,31.1,NA
Guyana,ratified protocol,3,2021,39,39,NA,NA,NA,NA,NA,NA,6.25,Flawed Democracy,73,9998.54,0.71,65.67,12.5,8.62,NA,68.7,31.3,NA
Guyana,ratified protocol,3,2020,41,41,NA,NA,NA,NA,NA,NA,6.01,Flawed Democracy,74,6863.07,NA,NA,NA,NA,NA,67.7,32.3,NA
Guyana,ratified protocol,3,2019,40,40,NA,NA,NA,NA,NA,NA,6.15,Flawed Democracy,75,6477.3,NA,NA,NA,NA,NA,NA,NA,13.52
Guyana,ratified protocol,3,2018,37,37,NA,NA,NA,NA,NA,NA,6.67,Flawed Democracy,74,6094.91,NA,NA,NA,NA,NA,NA,NA,14.02
Guyana,ratified protocol,3,2017,38,38,NA,NA,NA,NA,NA,NA,6.46,Flawed Democracy,74,6220.98,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,ratified both crpd and protocol,4,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,ratified both crpd and protocol,4,2022,17,17,NA,NA,NA,NA,NA,NA,2.81,Authoritarian Regime,33,1748.26,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,ratified both crpd and protocol,4,2021,20,20,NA,NA,NA,NA,NA,NA,3.48,Authoritarian Regime,37,1823.74,0.54,63.19,9.7,5.55,NA,NA,NA,NA
Haiti,ratified both crpd and protocol,4,2020,18,18,NA,NA,NA,NA,NA,NA,4.22,Hybrid Regime,38,1283.14,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,ratified both crpd and protocol,4,2019,18,18,NA,NA,NA,NA,NA,NA,4.57,Hybrid Regime,41,1345.48,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,ratified both crpd and protocol,4,2018,20,20,NA,NA,NA,NA,NA,NA,4.91,Hybrid Regime,41,1489.58,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,ratified both crpd and protocol,4,2017,22,22,NA,NA,NA,NA,NA,NA,4.03,Hybrid Regime,39,1389.36,NA,NA,NA,NA,NA,NA,NA,NA
Honduras,ratified both crpd and protocol,4,2023,NA,NA,80,20,40,50,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,74.2,25.8,NA
Honduras,ratified both crpd and protocol,4,2022,23,23,NA,NA,NA,NA,NA,NA,5.15,Hybrid Regime,47,3040.17,NA,NA,NA,NA,NA,74.2,25.8,NA
Honduras,ratified both crpd and protocol,4,2021,23,23,NA,NA,NA,NA,NA,NA,5.1,Hybrid Regime,44,2771.72,0.62,70.12,10.13,7.09,NA,74.8,25.2,8.51
Honduras,ratified both crpd and protocol,4,2020,24,24,NA,NA,NA,NA,NA,NA,5.36,Hybrid Regime,45,2354.12,NA,NA,NA,NA,NA,76.1,23.9,10.68
Honduras,ratified both crpd and protocol,4,2019,26,26,NA,NA,NA,NA,NA,NA,5.42,Hybrid Regime,46,2519.37,NA,NA,NA,NA,NA,76.8,23.2,5.55
Honduras,ratified both crpd and protocol,4,2018,29,29,NA,NA,NA,NA,NA,NA,5.63,Hybrid Regime,46,2457.69,NA,NA,NA,NA,NA,78.9,21.1,5.62
Honduras,ratified both crpd and protocol,4,2017,29,29,NA,NA,NA,NA,NA,NA,5.72,Hybrid Regime,46,2403.31,NA,NA,NA,NA,NA,78.3,21.7,5.53
Hungary,ratified both crpd and protocol,4,2023,NA,NA,46,71,88,82,45,31,NA,NA,66,NA,NA,NA,NA,NA,88,33.9,66.1,NA
Hungary,ratified both crpd and protocol,4,2022,42,42,NA,NA,NA,NA,NA,NA,6.64,Flawed Democracy,69,18463.21,NA,NA,NA,NA,NA,34.3,65.7,3.61
Hungary,ratified both crpd and protocol,4,2021,43,43,NA,NA,NA,NA,NA,NA,6.5,Flawed Democracy,69,18772.14,0.85,74.53,15.03,12.25,NA,34.8,65.2,4.05
Hungary,ratified both crpd and protocol,4,2020,44,44,NA,NA,NA,NA,NA,NA,6.56,Flawed Democracy,70,16125.61,NA,NA,NA,NA,NA,35.1,64.9,4.25
Hungary,ratified both crpd and protocol,4,2019,44,44,NA,NA,NA,NA,NA,NA,6.63,Flawed Democracy,70,16786.21,NA,NA,NA,NA,NA,35.2,64.8,3.42
Hungary,ratified both crpd and protocol,4,2018,46,46,NA,NA,NA,NA,NA,NA,6.63,Flawed Democracy,72,16425.21,NA,NA,NA,NA,NA,36.5,63.5,3.71
Hungary,ratified both crpd and protocol,4,2017,45,45,NA,NA,NA,NA,NA,NA,6.64,Flawed Democracy,76,14621.24,NA,NA,NA,NA,NA,38.4,61.6,4.16
Iceland,ratified protocol,3,2023,NA,NA,30,83,10,50,57,67,NA,NA,94,NA,NA,NA,NA,NA,NA,24.9,75.1,NA
Iceland,ratified protocol,3,2022,74,74,NA,NA,NA,NA,NA,NA,9.52,Full Democracy,94,72902.98,NA,NA,NA,NA,NA,23.5,76.5,3.79
Iceland,ratified protocol,3,2021,74,74,NA,NA,NA,NA,NA,NA,9.18,Full Democracy,94,68594.01,0.96,82.68,19.16,13.77,NA,24.1,75.9,6.03
Iceland,ratified protocol,3,2020,75,75,NA,NA,NA,NA,NA,NA,9.37,Full Democracy,94,58813.8,NA,NA,NA,NA,NA,23.4,76.6,5.48
Iceland,ratified protocol,3,2019,78,78,NA,NA,NA,NA,NA,NA,9.58,Full Democracy,94,68403.14,NA,NA,NA,NA,NA,23.3,76.7,3.51
Iceland,ratified protocol,3,2018,76,76,NA,NA,NA,NA,NA,NA,9.58,Full Democracy,95,74452.19,NA,NA,NA,NA,NA,24.5,75.5,2.7
Iceland,ratified protocol,3,2017,77,77,NA,NA,NA,NA,NA,NA,9.58,Full Democracy,97,72010.15,NA,NA,NA,NA,NA,27.5,72.5,2.74
India,ratified protocol,3,2023,NA,NA,77,24,56,40,51,26,NA,NA,66,NA,NA,NA,NA,NA,56,44.6,55.4,NA
India,ratified protocol,3,2022,40,40,NA,NA,NA,NA,NA,NA,7.04,Flawed Democracy,66,2388.62,NA,NA,NA,NA,NA,44.6,55.4,NA
India,ratified protocol,3,2021,40,40,NA,NA,NA,NA,NA,NA,6.91,Flawed Democracy,67,2238.13,0.63,67.24,11.87,6.66,NA,44.7,55.3,6.38
India,ratified protocol,3,2020,40,40,NA,NA,NA,NA,NA,NA,6.61,Flawed Democracy,71,1913.22,NA,NA,NA,NA,NA,43.3,56.7,7.86
India,ratified protocol,3,2019,41,41,NA,NA,NA,NA,NA,NA,6.9,Flawed Democracy,75,2050.16,NA,NA,NA,NA,NA,42.7,57.3,6.51
India,ratified protocol,3,2018,41,41,NA,NA,NA,NA,NA,NA,7.23,Flawed Democracy,77,1974.38,NA,NA,NA,NA,NA,44.2,55.8,7.65
India,ratified protocol,3,2017,40,40,NA,NA,NA,NA,NA,NA,7.23,Flawed Democracy,77,1957.97,NA,NA,NA,NA,NA,44,56,NA
Indonesia,ratified protocol,3,2023,NA,NA,78,5,46,48,29,38,NA,NA,58,NA,NA,NA,NA,NA,46,45.9,54.1,NA
Indonesia,ratified protocol,3,2022,34,34,NA,NA,NA,NA,NA,NA,6.71,Flawed Democracy,59,4788,NA,NA,NA,NA,NA,46.1,53.9,3.46
Indonesia,ratified protocol,3,2021,38,38,NA,NA,NA,NA,NA,NA,6.71,Flawed Democracy,59,4334.22,0.7,67.57,13.75,8.56,NA,46.2,53.8,3.83
Indonesia,ratified protocol,3,2020,37,37,NA,NA,NA,NA,NA,NA,6.3,Flawed Democracy,61,3895.62,NA,NA,NA,NA,NA,45.8,54.2,4.25
Indonesia,ratified protocol,3,2019,40,40,NA,NA,NA,NA,NA,NA,6.48,Flawed Democracy,62,4151.23,NA,NA,NA,NA,NA,46,54,3.59
Indonesia,ratified protocol,3,2018,38,38,NA,NA,NA,NA,NA,NA,6.39,Flawed Democracy,64,3902.66,NA,NA,NA,NA,NA,44.7,55.3,4.39
Indonesia,ratified protocol,3,2017,37,37,NA,NA,NA,NA,NA,NA,6.39,Flawed Democracy,65,3839.79,NA,NA,NA,NA,NA,49.7,50.3,3.78
Iran,ratified protocol,3,2023,NA,NA,58,23,43,59,30,40,NA,NA,12,NA,NA,NA,NA,NA,43,49.9,50.1,NA
Iran,ratified protocol,3,2022,25,25,NA,NA,NA,NA,NA,NA,1.96,Authoritarian Regime,14,4387.83,NA,NA,NA,NA,NA,49.1,50.9,NA
Iran,ratified protocol,3,2021,25,25,NA,NA,NA,NA,NA,NA,1.95,Authoritarian Regime,16,4084.2,0.77,73.87,14.62,10.64,NA,49.2,50.8,9.28
Iran,ratified protocol,3,2020,25,25,NA,NA,NA,NA,NA,NA,2.2,Authoritarian Regime,17,2746.42,NA,NA,NA,NA,NA,49.3,50.7,9.69
Iran,ratified protocol,3,2019,26,26,NA,NA,NA,NA,NA,NA,2.38,Authoritarian Regime,18,3276.75,NA,NA,NA,NA,NA,49.3,50.7,10.74
Iran,ratified protocol,3,2018,28,28,NA,NA,NA,NA,NA,NA,2.45,Authoritarian Regime,18,3829.83,NA,NA,NA,NA,NA,49.4,50.6,12.19
Iran,ratified protocol,3,2017,30,30,NA,NA,NA,NA,NA,NA,2.45,Authoritarian Regime,17,5758.59,NA,NA,NA,NA,NA,50.9,49.1,12.23
Iraq,ratified protocol,3,2023,NA,NA,97,25,53,96,11,23,NA,NA,29,NA,NA,NA,NA,NA,52,46.1,53.9,NA
Iraq,ratified protocol,3,2022,23,23,NA,NA,NA,NA,NA,NA,3.13,Authoritarian Regime,29,5937.2,NA,NA,NA,NA,NA,47,53,NA
Iraq,ratified protocol,3,2021,23,23,NA,NA,NA,NA,NA,NA,3.51,Authoritarian Regime,29,4770.84,0.69,70.38,12.09,7.91,NA,48.8,51.2,16.17
Iraq,ratified protocol,3,2020,21,21,NA,NA,NA,NA,NA,NA,3.62,Authoritarian Regime,31,4251.34,NA,NA,NA,NA,NA,47.8,52.2,NA
Iraq,ratified protocol,3,2019,20,20,NA,NA,NA,NA,NA,NA,3.74,Authoritarian Regime,32,5621.18,NA,NA,NA,NA,NA,45.6,54.4,NA
Iraq,ratified protocol,3,2018,18,18,NA,NA,NA,NA,NA,NA,4.06,Hybrid Regime,31,5601.47,NA,NA,NA,NA,NA,43.3,56.7,NA
Iraq,ratified protocol,3,2017,18,18,NA,NA,NA,NA,NA,NA,4.09,Hybrid Regime,27,4725.19,NA,NA,NA,NA,NA,54.3,45.7,13.02
Ireland,ratified protocol,3,2023,NA,NA,28,58,68,35,51,65,NA,NA,97,NA,NA,NA,NA,NA,68,45.9,54.1,NA
Ireland,ratified protocol,3,2022,77,77,NA,NA,NA,NA,NA,NA,9.13,Full Democracy,97,104038.95,NA,NA,NA,NA,NA,45.5,54.5,4.48
Ireland,ratified protocol,3,2021,74,74,NA,NA,NA,NA,NA,NA,9,Full Democracy,97,100172.08,0.94,82,18.95,11.58,NA,45,55,6.19
Ireland,ratified protocol,3,2020,72,72,NA,NA,NA,NA,NA,NA,9.05,Full Democracy,97,85420.19,NA,NA,NA,NA,NA,45.4,54.6,5.62
Ireland,ratified protocol,3,2019,74,74,NA,NA,NA,NA,NA,NA,9.24,Full Democracy,97,80927.07,NA,NA,NA,NA,NA,44.5,55.5,4.95
Ireland,ratified protocol,3,2018,73,73,NA,NA,NA,NA,NA,NA,9.15,Full Democracy,96,79250.39,NA,NA,NA,NA,NA,43.8,56.2,5.74
Ireland,ratified protocol,3,2017,74,74,NA,NA,NA,NA,NA,NA,9.15,Full Democracy,96,69970.95,NA,NA,NA,NA,NA,45.8,54.2,6.71
Israel,ratified protocol,3,2023,NA,NA,13,56,47,81,47,NA,NA,NA,77,NA,NA,NA,NA,NA,47,32.6,67.4,NA
Israel,ratified protocol,3,2022,63,63,NA,NA,NA,NA,NA,NA,7.93,Flawed Democracy,76,54659.75,NA,NA,NA,NA,NA,32.1,67.9,NA
Israel,ratified protocol,3,2021,59,59,NA,NA,NA,NA,NA,NA,7.97,Flawed Democracy,76,52166.81,0.92,82.25,16.05,13.34,NA,31.2,68.8,4.81
Israel,ratified protocol,3,2020,60,60,NA,NA,NA,NA,NA,NA,7.84,Flawed Democracy,76,44846.79,NA,NA,NA,NA,NA,29.6,70.4,4.17
Israel,ratified protocol,3,2019,60,60,NA,NA,NA,NA,NA,NA,7.86,Flawed Democracy,78,44452.23,NA,NA,NA,NA,NA,32.2,67.8,3.73
Israel,ratified protocol,3,2018,61,61,NA,NA,NA,NA,NA,NA,7.79,Flawed Democracy,79,42406.85,NA,NA,NA,NA,NA,36.9,63.1,3.92
Israel,ratified protocol,3,2017,62,62,NA,NA,NA,NA,NA,NA,7.79,Flawed Democracy,80,41114.78,NA,NA,NA,NA,NA,29,71,4.14
Italy,ratified both crpd and protocol,4,2023,NA,NA,50,53,70,75,39,30,NA,NA,90,NA,NA,NA,NA,NA,70,46.9,53.1,NA
Italy,ratified both crpd and protocol,4,2022,56,56,NA,NA,NA,NA,NA,NA,7.69,Flawed Democracy,90,34157.99,NA,NA,NA,NA,NA,45.2,54.8,8.07
Italy,ratified both crpd and protocol,4,2021,56,56,NA,NA,NA,NA,NA,NA,7.68,Flawed Democracy,90,35770.05,0.9,82.85,16.23,10.74,NA,44.4,55.6,9.5
Italy,ratified both crpd and protocol,4,2020,53,53,NA,NA,NA,NA,NA,NA,7.74,Flawed Democracy,89,31918.69,NA,NA,NA,NA,NA,44.3,55.7,9.16
Italy,ratified both crpd and protocol,4,2019,53,53,NA,NA,NA,NA,NA,NA,7.52,Flawed Democracy,89,33673.75,NA,NA,NA,NA,NA,45,55,9.95
Italy,ratified both crpd and protocol,4,2018,52,52,NA,NA,NA,NA,NA,NA,7.71,Flawed Democracy,89,34622.17,NA,NA,NA,NA,NA,44.5,55.5,10.61
Italy,ratified both crpd and protocol,4,2017,50,50,NA,NA,NA,NA,NA,NA,7.98,Flawed Democracy,89,32406.72,NA,NA,NA,NA,NA,44.7,55.3,11.21
Jamaica,ratified protocol,3,2023,NA,NA,45,39,68,13,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,68,67.8,32.2,NA
Jamaica,ratified protocol,3,2022,44,44,NA,NA,NA,NA,NA,NA,7.13,Flawed Democracy,80,6047.22,NA,NA,NA,NA,NA,67.8,32.2,NA
Jamaica,ratified protocol,3,2021,44,44,NA,NA,NA,NA,NA,NA,7.13,Flawed Democracy,80,5183.58,0.71,70.5,13.4,9.15,NA,67.5,32.5,5.19
Jamaica,ratified protocol,3,2020,44,44,NA,NA,NA,NA,NA,NA,7.13,Flawed Democracy,78,4897.26,NA,NA,NA,NA,NA,66,34,6.5
Jamaica,ratified protocol,3,2019,43,43,NA,NA,NA,NA,NA,NA,6.96,Flawed Democracy,78,5626.17,NA,NA,NA,NA,NA,65.3,34.7,4.99
Jamaica,ratified protocol,3,2018,44,44,NA,NA,NA,NA,NA,NA,7.02,Flawed Democracy,77,5594.49,NA,NA,NA,NA,NA,66.9,33.1,5.47
Jamaica,ratified protocol,3,2017,44,44,NA,NA,NA,NA,NA,NA,7.29,Flawed Democracy,75,5273.15,NA,NA,NA,NA,NA,67.5,32.5,7.4
Japan,ratified protocol,3,2023,NA,NA,54,62,95,92,100,42,NA,NA,96,NA,NA,NA,NA,NA,95,23.1,76.9,NA
Japan,ratified protocol,3,2022,73,73,NA,NA,NA,NA,NA,NA,8.33,Full Democracy,96,33815.32,NA,NA,NA,NA,NA,22.1,77.9,2.6
Japan,ratified protocol,3,2021,73,73,NA,NA,NA,NA,NA,NA,8.15,Full Democracy,96,39827.13,0.92,84.78,15.22,13.37,NA,22,78,2.83
Japan,ratified protocol,3,2020,74,74,NA,NA,NA,NA,NA,NA,8.13,Full Democracy,96,39986.93,NA,NA,NA,NA,NA,20.7,79.3,2.81
Japan,ratified protocol,3,2019,73,73,NA,NA,NA,NA,NA,NA,7.99,Flawed Democracy,96,40415.96,NA,NA,NA,NA,NA,13.7,86.3,2.35
Japan,ratified protocol,3,2018,73,73,NA,NA,NA,NA,NA,NA,7.99,Flawed Democracy,96,39751.13,NA,NA,NA,NA,NA,13.1,86.9,2.47
Japan,ratified protocol,3,2017,73,73,NA,NA,NA,NA,NA,NA,7.88,Flawed Democracy,96,38834.05,NA,NA,NA,NA,NA,20.9,79.1,2.82
Jordan,ratified protocol,3,2023,NA,NA,70,20,45,65,20,43,NA,NA,33,NA,NA,NA,NA,NA,NA,41,59,NA
Jordan,ratified protocol,3,2022,47,47,NA,NA,NA,NA,NA,NA,3.17,Authoritarian Regime,33,4204.51,NA,NA,NA,NA,NA,40.2,59.8,NA
Jordan,ratified protocol,3,2021,49,49,NA,NA,NA,NA,NA,NA,3.49,Authoritarian Regime,34,4046.93,0.72,74.26,10.65,10.45,NA,40.7,59.3,19.84
Jordan,ratified protocol,3,2020,49,49,NA,NA,NA,NA,NA,NA,3.62,Authoritarian Regime,37,3987.65,NA,NA,NA,NA,NA,40.8,59.2,19.21
Jordan,ratified protocol,3,2019,48,48,NA,NA,NA,NA,NA,NA,3.93,Authoritarian Regime,37,4159.67,NA,NA,NA,NA,NA,43.8,56.2,16.8
Jordan,ratified protocol,3,2018,49,49,NA,NA,NA,NA,NA,NA,3.93,Authoritarian Regime,37,4146.41,NA,NA,NA,NA,NA,44.5,55.5,18.26
Jordan,ratified protocol,3,2017,48,48,NA,NA,NA,NA,NA,NA,3.87,Authoritarian Regime,37,4073.12,NA,NA,NA,NA,NA,43.1,56.9,18.12
Kazakhstan,ratified both crpd and protocol,4,2023,NA,NA,88,20,50,88,85,22,NA,NA,23,NA,NA,NA,NA,NA,NA,52.7,47.3,NA
Kazakhstan,ratified both crpd and protocol,4,2022,36,36,NA,NA,NA,NA,NA,NA,3.08,Authoritarian Regime,23,11243.67,NA,NA,NA,NA,NA,53.4,46.6,4.86
Kazakhstan,ratified both crpd and protocol,4,2021,37,37,NA,NA,NA,NA,NA,NA,3.08,Authoritarian Regime,23,10373.79,0.81,69.36,15.77,12.35,NA,54,46,NA
Kazakhstan,ratified both crpd and protocol,4,2020,38,38,NA,NA,NA,NA,NA,NA,3.14,Authoritarian Regime,23,9121.64,NA,NA,NA,NA,NA,62,38,4.89
Kazakhstan,ratified both crpd and protocol,4,2019,34,34,NA,NA,NA,NA,NA,NA,2.94,Authoritarian Regime,22,9812.6,NA,NA,NA,NA,NA,66.5,33.5,4.8
Kazakhstan,ratified both crpd and protocol,4,2018,31,31,NA,NA,NA,NA,NA,NA,2.94,Authoritarian Regime,22,9812.63,NA,NA,NA,NA,NA,49.2,50.8,4.85
Kazakhstan,ratified both crpd and protocol,4,2017,31,31,NA,NA,NA,NA,NA,NA,3.06,Authoritarian Regime,22,9247.58,NA,NA,NA,NA,NA,48.3,51.7,4.9
Kenya,ratified protocol,3,2023,NA,NA,70,4,60,50,11,NA,NA,NA,52,NA,NA,NA,NA,NA,41,57,43,NA
Kenya,ratified protocol,3,2022,32,32,NA,NA,NA,NA,NA,NA,5.05,Hybrid Regime,48,2099.3,NA,NA,NA,NA,NA,56.2,43.8,NA
Kenya,ratified protocol,3,2021,30,30,NA,NA,NA,NA,NA,NA,5.05,Hybrid Regime,48,2069.66,0.58,61.43,10.7,6.65,NA,61.4,38.6,5.69
Kenya,ratified protocol,3,2020,31,31,NA,NA,NA,NA,NA,NA,5.05,Hybrid Regime,48,1936.25,NA,NA,NA,NA,NA,61.7,38.3,NA
Kenya,ratified protocol,3,2019,28,28,NA,NA,NA,NA,NA,NA,5.18,Hybrid Regime,48,1970.08,NA,NA,NA,NA,NA,54.8,45.2,5.01
Kenya,ratified protocol,3,2018,27,27,NA,NA,NA,NA,NA,NA,5.11,Hybrid Regime,48,1845.78,NA,NA,NA,NA,NA,59.8,40.2,NA
Kenya,ratified protocol,3,2017,28,28,NA,NA,NA,NA,NA,NA,5.11,Hybrid Regime,51,1675.99,NA,NA,NA,NA,NA,65,35,NA
Kiribati,ratified protocol,3,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kiribati,ratified protocol,3,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,1701.97,NA,NA,NA,NA,NA,NA,NA,NA
Kiribati,ratified protocol,3,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,1766.14,0.62,67.42,11.8,7.98,NA,NA,NA,NA
Kiribati,ratified protocol,3,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,1403.99,NA,NA,NA,NA,NA,NA,NA,10.97
Kiribati,ratified protocol,3,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,1410.02,NA,NA,NA,NA,NA,NA,NA,8.56
Kiribati,ratified protocol,3,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,1607.23,NA,NA,NA,NA,NA,NA,NA,NA
Kiribati,ratified protocol,3,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,1566.45,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,ratified protocol,3,2023,NA,NA,90,28,40,80,31,NA,NA,NA,37,NA,NA,NA,NA,NA,52,32.6,67.4,NA
Kuwait,ratified protocol,3,2022,42,42,NA,NA,NA,NA,NA,NA,3.83,Authoritarian Regime,37,43233.49,NA,NA,NA,NA,NA,33.4,66.6,NA
Kuwait,ratified protocol,3,2021,43,43,NA,NA,NA,NA,NA,NA,3.91,Authoritarian Regime,37,32186.77,0.83,78.67,15.32,7.33,NA,34,66,NA
Kuwait,ratified protocol,3,2020,42,42,NA,NA,NA,NA,NA,NA,3.8,Authoritarian Regime,36,24297.7,NA,NA,NA,NA,NA,34.8,65.2,NA
Kuwait,ratified protocol,3,2019,40,40,NA,NA,NA,NA,NA,NA,3.93,Authoritarian Regime,36,30666.22,NA,NA,NA,NA,NA,33.9,66.1,NA
Kuwait,ratified protocol,3,2018,41,41,NA,NA,NA,NA,NA,NA,3.85,Authoritarian Regime,36,32012.14,NA,NA,NA,NA,NA,37,63,NA
Kuwait,ratified protocol,3,2017,39,39,NA,NA,NA,NA,NA,NA,3.85,Authoritarian Regime,36,29258.29,NA,NA,NA,NA,NA,33.5,66.5,NA
Kyrgyzstan,ratified protocol,3,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,54.6,45.4,NA
Kyrgyzstan,ratified protocol,3,2022,27,27,NA,NA,NA,NA,NA,NA,3.62,Authoritarian Regime,27,NA,NA,NA,NA,NA,NA,56.6,43.4,NA
Kyrgyzstan,ratified protocol,3,2021,27,27,NA,NA,NA,NA,NA,NA,3.62,Authoritarian Regime,28,NA,0.69,69.98,13.2,11.37,NA,55.4,44.6,NA
Kyrgyzstan,ratified protocol,3,2020,31,31,NA,NA,NA,NA,NA,NA,4.21,Hybrid Regime,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyrgyzstan,ratified protocol,3,2019,30,30,NA,NA,NA,NA,NA,NA,4.89,Hybrid Regime,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyrgyzstan,ratified protocol,3,2018,29,29,NA,NA,NA,NA,NA,NA,5.11,Hybrid Regime,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyrgyzstan,ratified protocol,3,2017,29,29,NA,NA,NA,NA,NA,NA,5.11,Hybrid Regime,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,ratified protocol,3,2022,31,31,NA,NA,NA,NA,NA,NA,1.77,Authoritarian Regime,13,2088.38,NA,NA,NA,NA,NA,NA,NA,NA
